O*NET-SOC Code,Element Name,Scale ID,Data Value,OCC_CODE,LV
51-5111.00,Complex Problem Solving,IM,3,51-5111,2.88
51-5111.00,Coordination,IM,3,51-5111,2.88
51-5111.00,Judgment and Decision Making,IM,3,51-5111,2.88
51-5111.00,Operations Monitoring,IM,3,51-5111,3
51-5111.00,Reading Comprehension,IM,3,51-5111,3
51-5112.00,Quality Control Analysis,IM,3.88,51-5112,3.25
51-5112.00,Operations Monitoring,IM,3.62,51-5112,3.62
51-5112.00,Monitoring,IM,3.25,51-5112,3.25
51-5112.00,Operation and Control,IM,3.25,51-5112,3.25
51-5112.00,Active Listening,IM,3.12,51-5112,3
51-5112.00,Critical Thinking,IM,3.12,51-5112,3.12
51-5112.00,Equipment Maintenance,IM,3.12,51-5112,3.12
51-5112.00,Judgment and Decision Making,IM,3.12,51-5112,2.88
51-5112.00,Reading Comprehension,IM,3.12,51-5112,3.12
51-5112.00,Repairing,IM,3.12,51-5112,3.12
51-5113.00,Operations Monitoring,IM,3.38,51-5113,3.12
51-5113.00,Critical Thinking,IM,3.25,51-5113,3
51-5113.00,Judgment and Decision Making,IM,3.12,51-5113,2.75
51-5113.00,Monitoring,IM,3.12,51-5113,3
51-5113.00,Reading Comprehension,IM,3.12,51-5113,2.88
51-5113.00,Complex Problem Solving,IM,3,51-5113,2.88
51-5113.00,Quality Control Analysis,IM,3,51-5113,2.88
51-5113.00,Speaking,IM,3,51-5113,2.75
51-5113.00,Active Listening,IM,2.88,51-5113,2.88
51-5113.00,Coordination,IM,2.88,51-5113,2.75
51-6011.00,Active Listening,IM,3,51-6011,2.25
51-6011.00,Monitoring,IM,3,51-6011,2.25
51-6011.00,Operations Monitoring,IM,2.88,51-6011,2.5
51-6011.00,Social Perceptiveness,IM,2.88,51-6011,2.25
51-6011.00,Speaking,IM,2.88,51-6011,2.38
51-6011.00,Time Management,IM,2.88,51-6011,2.38
51-6011.00,Critical Thinking,IM,2.75,51-6011,2.5
51-6011.00,Judgment and Decision Making,IM,2.75,51-6011,2.12
51-6011.00,Operation and Control,IM,2.75,51-6011,2.12
51-6011.00,Reading Comprehension,IM,2.75,51-6011,2.12
51-6021.00,Operation and Control,IM,3,51-6021,2.25
51-6021.00,Critical Thinking,IM,2.5,51-6021,2.25
51-6021.00,Operations Monitoring,IM,2.5,51-6021,2.12
51-6021.00,Time Management,IM,2.5,51-6021,2
51-6021.00,Monitoring,IM,2.38,51-6021,2.12
51-6021.00,Complex Problem Solving,IM,2.25,51-6021,1.75
51-6021.00,Equipment Maintenance,IM,2.25,51-6021,1.38
51-6021.00,Troubleshooting,IM,2.25,51-6021,1.75
51-6021.00,Active Learning,IM,2.12,51-6021,1.5
51-6021.00,Judgment and Decision Making,IM,2.12,51-6021,2.12
51-6031.00,Monitoring,IM,3.12,51-6031,2.5
51-6031.00,Active Listening,IM,2.75,51-6031,2.12
51-6031.00,Complex Problem Solving,IM,2.75,51-6031,2.12
51-6031.00,Critical Thinking,IM,2.75,51-6031,2.12
51-6031.00,Judgment and Decision Making,IM,2.75,51-6031,2
51-6031.00,Operations Monitoring,IM,2.75,51-6031,2.12
51-6031.00,Quality Control Analysis,IM,2.75,51-6031,2.62
51-6031.00,Time Management,IM,2.75,51-6031,2.12
51-6031.00,Operation and Control,IM,2.62,51-6031,2.25
51-6031.00,Reading Comprehension,IM,2.62,51-6031,2.12
51-6041.00,Active Listening,IM,3,51-6041,2.5
51-6041.00,Critical Thinking,IM,3,51-6041,2.88
51-6041.00,Monitoring,IM,3,51-6041,2.62
51-6041.00,Speaking,IM,3,51-6041,2.25
51-6041.00,Coordination,IM,2.88,51-6041,2.12
51-6041.00,Judgment and Decision Making,IM,2.88,51-6041,2.38
51-6041.00,Operations Monitoring,IM,2.88,51-6041,2.12
51-6041.00,Reading Comprehension,IM,2.88,51-6041,2.25
51-6041.00,Service Orientation,IM,2.88,51-6041,2.25
51-6041.00,Social Perceptiveness,IM,2.88,51-6041,2.25
51-6042.00,Reading Comprehension,IM,3.12,51-6042,2.88
51-6042.00,Active Listening,IM,3,51-6042,2.88
51-6042.00,Critical Thinking,IM,3,51-6042,2.5
51-6042.00,Monitoring,IM,3,51-6042,2.88
51-6042.00,Operation and Control,IM,3,51-6042,3
51-6042.00,Operations Monitoring,IM,3,51-6042,3
51-6042.00,Equipment Maintenance,IM,2.88,51-6042,2.88
51-6042.00,Quality Control Analysis,IM,2.88,51-6042,2.75
51-6042.00,Speaking,IM,2.75,51-6042,2.75
51-6042.00,Time Management,IM,2.75,51-6042,2.62
51-6051.00,Judgment and Decision Making,IM,2.88,51-6051,2.25
51-6051.00,Time Management,IM,2.75,51-6051,2.38
51-6051.00,Active Listening,IM,2.62,51-6051,2.25
51-6051.00,Complex Problem Solving,IM,2.62,51-6051,2.12
51-6051.00,Monitoring,IM,2.62,51-6051,2.38
51-6051.00,Speaking,IM,2.62,51-6051,1.88
51-6051.00,Critical Thinking,IM,2.5,51-6051,2.12
51-6051.00,Reading Comprehension,IM,2.5,51-6051,2.25
51-6051.00,Active Learning,IM,2.38,51-6051,2
51-6051.00,Operation and Control,IM,2.25,51-6051,2.12
51-6052.00,Time Management,IM,3.12,51-6052,2.88
51-6052.00,Active Listening,IM,3,51-6052,3
51-6052.00,Critical Thinking,IM,3,51-6052,3
51-6052.00,Speaking,IM,3,51-6052,2.88
51-6052.00,Social Perceptiveness,IM,2.88,51-6052,2.88
51-6052.00,Judgment and Decision Making,IM,2.75,51-6052,2.75
51-6052.00,Monitoring,IM,2.75,51-6052,2.62
51-6052.00,Active Learning,IM,2.62,51-6052,2.62
51-6052.00,Complex Problem Solving,IM,2.62,51-6052,2.62
51-6052.00,Coordination,IM,2.62,51-6052,2.5
51-6061.00,Operations Monitoring,IM,3.75,51-6061,3.75
51-6061.00,Operation and Control,IM,3.38,51-6061,3.25
51-6061.00,Active Listening,IM,3,51-6061,2.88
51-6061.00,Monitoring,IM,3,51-6061,2.75
51-6061.00,Time Management,IM,3,51-6061,2.38
51-6061.00,Critical Thinking,IM,2.88,51-6061,2.75
51-6061.00,Judgment and Decision Making,IM,2.88,51-6061,2.25
51-6061.00,Quality Control Analysis,IM,2.88,51-6061,3
51-6061.00,Reading Comprehension,IM,2.88,51-6061,2.75
51-6061.00,Speaking,IM,2.88,51-6061,2.75
51-6062.00,Operations Monitoring,IM,3.75,51-6062,3.75
51-6062.00,Operation and Control,IM,3.38,51-6062,3.75
51-6062.00,Monitoring,IM,3.12,51-6062,3.25
51-6062.00,Quality Control Analysis,IM,3.12,51-6062,3.12
51-6062.00,Active Listening,IM,3,51-6062,2.5
51-6062.00,Coordination,IM,3,51-6062,2.75
51-6062.00,Equipment Maintenance,IM,3,51-6062,3.25
51-6062.00,Repairing,IM,3,51-6062,3
51-6062.00,Speaking,IM,3,51-6062,2.12
51-6062.00,Troubleshooting,IM,3,51-6062,3
51-6063.00,Operations Monitoring,IM,3.38,51-6063,3.12
51-6063.00,Monitoring,IM,3.12,51-6063,3
51-6063.00,Active Listening,IM,3,51-6063,2.5
51-6063.00,Operation and Control,IM,3,51-6063,3
51-6063.00,Critical Thinking,IM,2.88,51-6063,2.25
51-6063.00,Quality Control Analysis,IM,2.88,51-6063,2.62
51-6063.00,Speaking,IM,2.88,51-6063,2.38
51-6063.00,Reading Comprehension,IM,2.75,51-6063,2.38
51-6063.00,Time Management,IM,2.62,51-6063,2.25
51-6063.00,Complex Problem Solving,IM,2.5,51-6063,2.12
51-6064.00,Operations Monitoring,IM,3.62,51-6064,3.88
51-6064.00,Operation and Control,IM,3.5,51-6064,3.88
51-6064.00,Quality Control Analysis,IM,3.12,51-6064,3
51-6064.00,Speaking,IM,3.12,51-6064,2.38
51-6064.00,Active Listening,IM,3,51-6064,2.5
51-6064.00,Critical Thinking,IM,3,51-6064,3
51-6064.00,Monitoring,IM,3,51-6064,3
51-6064.00,Troubleshooting,IM,2.88,51-6064,2.62
51-6064.00,Coordination,IM,2.62,51-6064,2.5
51-6064.00,Equipment Maintenance,IM,2.62,51-6064,2.5
51-6091.00,Operations Monitoring,IM,4,51-6091,3.88
51-6091.00,Operation and Control,IM,3.75,51-6091,3.25
51-6091.00,Monitoring,IM,3.5,51-6091,3.12
51-6091.00,Active Listening,IM,3,51-6091,3
51-6091.00,Complex Problem Solving,IM,3,51-6091,2.75
51-6091.00,Coordination,IM,3,51-6091,3
51-6091.00,Judgment and Decision Making,IM,3,51-6091,2.88
51-6091.00,Quality Control Analysis,IM,3,51-6091,2.75
51-6091.00,Speaking,IM,3,51-6091,2.88
51-6091.00,Time Management,IM,3,51-6091,2.88
51-6092.00,Critical Thinking,IM,3.75,51-6092,3.38
51-6092.00,Active Listening,IM,3.38,51-6092,3.38
51-6092.00,Judgment and Decision Making,IM,3.25,51-6092,3
51-6092.00,Time Management,IM,3.25,51-6092,3
51-6092.00,Active Learning,IM,3.12,51-6092,3
51-6092.00,Mathematics,IM,3.12,51-6092,3
51-6092.00,Monitoring,IM,3.12,51-6092,3.25
51-6092.00,Quality Control Analysis,IM,3.12,51-6092,3.12
51-6092.00,Reading Comprehension,IM,3.12,51-6092,3.25
51-6092.00,Speaking,IM,3.12,51-6092,3
51-6093.00,Critical Thinking,IM,3.5,51-6093,3.12
51-6093.00,Reading Comprehension,IM,3.12,51-6093,3
51-6093.00,Active Learning,IM,3,51-6093,2.88
51-6093.00,Active Listening,IM,3,51-6093,3
51-6093.00,Complex Problem Solving,IM,3,51-6093,3
51-6093.00,Judgment and Decision Making,IM,3,51-6093,2.88
51-6093.00,Monitoring,IM,3,51-6093,3
51-6093.00,Speaking,IM,3,51-6093,2.88
51-6093.00,Time Management,IM,3,51-6093,3
51-6093.00,Operations Monitoring,IM,2.88,51-6093,2.88
51-7011.00,Operations Monitoring,IM,3.5,51-7011,3.12
51-7011.00,Quality Control Analysis,IM,3.38,51-7011,3.38
51-7011.00,Monitoring,IM,3.12,51-7011,3.12
51-7011.00,Operation and Control,IM,3.12,51-7011,2.88
51-7011.00,Critical Thinking,IM,3,51-7011,3
51-7011.00,Equipment Selection,IM,3,51-7011,2.88
51-7011.00,Judgment and Decision Making,IM,3,51-7011,2.88
51-7011.00,Operations Analysis,IM,3,51-7011,2.88
51-7011.00,Speaking,IM,3,51-7011,2.5
51-7011.00,Time Management,IM,3,51-7011,3
51-7021.00,Active Listening,IM,3.12,51-7021,3
51-7021.00,Critical Thinking,IM,3.12,51-7021,3.12
51-7021.00,Monitoring,IM,3.12,51-7021,2.88
51-7021.00,Judgment and Decision Making,IM,3,51-7021,2.75
51-7021.00,Operations Monitoring,IM,3,51-7021,3
51-7021.00,Speaking,IM,3,51-7021,2.38
51-7021.00,Time Management,IM,3,51-7021,2.88
51-7021.00,Complex Problem Solving,IM,2.88,51-7021,2.75
51-7021.00,Coordination,IM,2.88,51-7021,2.75
51-7021.00,Quality Control Analysis,IM,2.88,51-7021,2.88
51-7031.00,Monitoring,IM,3.12,51-7031,3
51-7031.00,Operations Monitoring,IM,3.12,51-7031,3
51-7031.00,Critical Thinking,IM,3,51-7031,3
51-7031.00,Judgment and Decision Making,IM,3,51-7031,2.75
51-7031.00,Reading Comprehension,IM,3,51-7031,2.88
51-7031.00,Speaking,IM,3,51-7031,2.88
51-7031.00,Time Management,IM,3,51-7031,2.75
51-7031.00,Active Listening,IM,2.88,51-7031,2.88
51-7031.00,Operation and Control,IM,2.88,51-7031,3
51-7031.00,Operations Analysis,IM,2.88,51-7031,2.88
51-7032.00,Complex Problem Solving,IM,3.12,51-7032,3
51-7032.00,Monitoring,IM,3.12,51-7032,3
51-7032.00,Operation and Control,IM,3.12,51-7032,3
51-7032.00,Operations Monitoring,IM,3.12,51-7032,3
51-7032.00,Reading Comprehension,IM,3.12,51-7032,3
51-7032.00,Active Listening,IM,3,51-7032,3
51-7032.00,Critical Thinking,IM,3,51-7032,3.12
51-7032.00,Mathematics,IM,3,51-7032,3
51-7032.00,Quality Control Analysis,IM,3,51-7032,3.12
51-7032.00,Judgment and Decision Making,IM,2.88,51-7032,2.88
51-7041.00,Operation and Control,IM,3.12,51-7041,3
51-7041.00,Operations Monitoring,IM,3.12,51-7041,3.12
51-7041.00,Critical Thinking,IM,3,51-7041,2.75
51-7041.00,Monitoring,IM,3,51-7041,2.88
51-7041.00,Quality Control Analysis,IM,3,51-7041,2.88
51-7041.00,Troubleshooting,IM,3,51-7041,2.62
51-7041.00,Active Listening,IM,2.75,51-7041,2.5
51-7041.00,Equipment Maintenance,IM,2.75,51-7041,2.62
51-7041.00,Judgment and Decision Making,IM,2.75,51-7041,2.38
51-7041.00,Time Management,IM,2.75,51-7041,2.38
51-7042.00,Operations Monitoring,IM,3.62,51-7042,3.5
51-7042.00,Operation and Control,IM,3.5,51-7042,3.25
51-7042.00,Quality Control Analysis,IM,3.25,51-7042,3
51-7042.00,Monitoring,IM,3.12,51-7042,2.88
51-7042.00,Critical Thinking,IM,3,51-7042,2.88
51-7042.00,Equipment Maintenance,IM,3,51-7042,3
51-7042.00,Speaking,IM,3,51-7042,2.5
51-7042.00,Troubleshooting,IM,3,51-7042,3
51-7042.00,Active Listening,IM,2.88,51-7042,2.75
51-7042.00,Equipment Selection,IM,2.88,51-7042,2.5
51-8011.00,Operation and Control,IM,4,51-8011,3.75
51-8011.00,Operations Monitoring,IM,4,51-8011,3.88
51-8011.00,Reading Comprehension,IM,4,51-8011,3.88
51-8011.00,Active Listening,IM,3.88,51-8011,3.88
51-8011.00,Critical Thinking,IM,3.88,51-8011,4
51-8011.00,Monitoring,IM,3.88,51-8011,4
51-8011.00,Complex Problem Solving,IM,3.75,51-8011,3.25
51-8011.00,Judgment and Decision Making,IM,3.5,51-8011,3.38
51-8011.00,Writing,IM,3.5,51-8011,3
51-8011.00,Time Management,IM,3.38,51-8011,3.38
51-8012.00,Active Listening,IM,3.62,51-8012,3.62
51-8012.00,Critical Thinking,IM,3.62,51-8012,3.75
51-8012.00,Monitoring,IM,3.62,51-8012,3.5
51-8012.00,Reading Comprehension,IM,3.62,51-8012,3.62
51-8012.00,Speaking,IM,3.5,51-8012,3.38
51-8012.00,Complex Problem Solving,IM,3.25,51-8012,3.25
51-8012.00,Judgment and Decision Making,IM,3.25,51-8012,3.25
51-8012.00,Operations Monitoring,IM,3.25,51-8012,3.38
51-8012.00,Operation and Control,IM,3.12,51-8012,3.12
51-8012.00,Writing,IM,3.12,51-8012,3
51-8013.00,Operations Monitoring,IM,4,51-8013,4
51-8013.00,Operation and Control,IM,3.88,51-8013,4
51-8013.00,Critical Thinking,IM,3.75,51-8013,3.75
51-8013.00,Speaking,IM,3.38,51-8013,3
51-8013.00,Active Listening,IM,3.25,51-8013,3.12
51-8013.00,Complex Problem Solving,IM,3.25,51-8013,3
51-8013.00,Monitoring,IM,3.25,51-8013,3.12
51-8013.00,Judgment and Decision Making,IM,3.12,51-8013,3.12
51-8013.00,Quality Control Analysis,IM,3.12,51-8013,3.12
51-8013.00,Reading Comprehension,IM,3.12,51-8013,3.12
51-8013.03,Operations Monitoring,IM,4,51-8013,3.88
51-8013.03,Operation and Control,IM,3.88,51-8013,3.5
51-8013.03,Monitoring,IM,3.38,51-8013,3.25
51-8013.03,Critical Thinking,IM,3.12,51-8013,3.12
51-8013.03,Judgment and Decision Making,IM,3.12,51-8013,3
51-8013.03,Active Learning,IM,3,51-8013,3
51-8013.03,Active Listening,IM,3,51-8013,3
51-8013.03,Complex Problem Solving,IM,3,51-8013,3
51-8013.03,Coordination,IM,3,51-8013,2.88
51-8013.03,Equipment Maintenance,IM,3,51-8013,3.12
51-8013.04,Critical Thinking,IM,3.88,51-8013,3.12
51-8013.04,Equipment Maintenance,IM,3.88,51-8013,3.88
51-8013.04,Operations Monitoring,IM,3.88,51-8013,3.88
51-8013.04,Operation and Control,IM,3.75,51-8013,3.62
51-8013.04,Monitoring,IM,3.62,51-8013,3.75
51-8013.04,Repairing,IM,3.5,51-8013,3.75
51-8013.04,Troubleshooting,IM,3.38,51-8013,3.75
51-8013.04,Reading Comprehension,IM,3.25,51-8013,3.62
51-8013.04,Active Listening,IM,3.12,51-8013,3.12
51-8013.04,Judgment and Decision Making,IM,3.12,51-8013,3
51-8021.00,Operations Monitoring,IM,4,51-8021,3.88
51-8021.00,Operation and Control,IM,3.38,51-8021,3.25
51-8021.00,Active Listening,IM,3.25,51-8021,3.12
51-8021.00,Critical Thinking,IM,3.25,51-8021,3.12
51-8021.00,Equipment Maintenance,IM,3.25,51-8021,3.25
51-8021.00,Repairing,IM,3.25,51-8021,3.5
51-8021.00,Troubleshooting,IM,3.25,51-8021,3.25
51-8021.00,Active Learning,IM,3.12,51-8021,3.12
51-8021.00,Complex Problem Solving,IM,3.12,51-8021,3.12
51-8021.00,Coordination,IM,3.12,51-8021,3.12
51-8031.00,Operations Monitoring,IM,3.88,51-8031,3.75
51-8031.00,Operation and Control,IM,3.75,51-8031,3.25
51-8031.00,Monitoring,IM,3.62,51-8031,3.75
51-8031.00,Active Listening,IM,3.38,51-8031,3.12
51-8031.00,Quality Control Analysis,IM,3.38,51-8031,3.38
51-8031.00,Critical Thinking,IM,3.25,51-8031,3.25
51-8031.00,Equipment Maintenance,IM,3.25,51-8031,3.25
51-8031.00,Repairing,IM,3.25,51-8031,3.25
51-8031.00,Speaking,IM,3.25,51-8031,3
51-8031.00,Troubleshooting,IM,3.25,51-8031,3.25
51-8091.00,Operations Monitoring,IM,4.12,51-8091,4.5
51-8091.00,Operation and Control,IM,4,51-8091,3.88
51-8091.00,Monitoring,IM,3.62,51-8091,3.75
51-8091.00,Quality Control Analysis,IM,3.62,51-8091,3.5
51-8091.00,Critical Thinking,IM,3.5,51-8091,3.75
51-8091.00,Active Listening,IM,3.38,51-8091,3.75
51-8091.00,Active Learning,IM,3.25,51-8091,3
51-8091.00,Complex Problem Solving,IM,3.25,51-8091,3.12
51-8091.00,Judgment and Decision Making,IM,3.25,51-8091,3
51-8091.00,Reading Comprehension,IM,3.25,51-8091,3.75
51-8092.00,Operations Monitoring,IM,4.12,51-8092,4.38
51-8092.00,Operation and Control,IM,3.75,51-8092,3.75
51-8092.00,Monitoring,IM,3.62,51-8092,3.5
51-8092.00,Critical Thinking,IM,3.5,51-8092,3.25
51-8092.00,Judgment and Decision Making,IM,3.25,51-8092,3
51-8092.00,Quality Control Analysis,IM,3.25,51-8092,3.5
51-8092.00,Reading Comprehension,IM,3.12,51-8092,3.12
51-8092.00,Active Listening,IM,3,51-8092,3
51-8092.00,Complex Problem Solving,IM,3,51-8092,3
51-8092.00,Coordination,IM,3,51-8092,3.12
51-8093.00,Operations Monitoring,IM,4,51-8093,4.62
51-8093.00,Operation and Control,IM,3.75,51-8093,3.88
51-8093.00,Monitoring,IM,3.62,51-8093,3.5
51-8093.00,Reading Comprehension,IM,3.5,51-8093,3.38
51-8093.00,Complex Problem Solving,IM,3.12,51-8093,3
51-8093.00,Speaking,IM,3.12,51-8093,3
51-8093.00,Active Learning,IM,3,51-8093,3
51-8093.00,Active Listening,IM,3,51-8093,3
51-8093.00,Critical Thinking,IM,3,51-8093,3.5
51-8093.00,Judgment and Decision Making,IM,3,51-8093,3
51-8099.01,Operations Monitoring,IM,3.88,51-8099,3.75
51-8099.01,Operation and Control,IM,3.75,51-8099,3.5
51-8099.01,Reading Comprehension,IM,3.5,51-8099,3.75
51-8099.01,Monitoring,IM,3.38,51-8099,3.25
51-8099.01,Quality Control Analysis,IM,3.38,51-8099,3.38
51-8099.01,Active Listening,IM,3.25,51-8099,3.38
51-8099.01,Equipment Maintenance,IM,3.25,51-8099,3.38
51-8099.01,Speaking,IM,3.25,51-8099,3.5
51-8099.01,Coordination,IM,3.12,51-8099,3.12
51-8099.01,Critical Thinking,IM,3.12,51-8099,3.12
51-9011.00,Operation and Control,IM,3.88,51-9011,3.88
51-9011.00,Operations Monitoring,IM,3.88,51-9011,3.88
51-9011.00,Monitoring,IM,3.75,51-9011,3.12
51-9011.00,Active Listening,IM,3.38,51-9011,3.12
51-9011.00,Critical Thinking,IM,3.38,51-9011,3.12
51-9011.00,Judgment and Decision Making,IM,3.38,51-9011,3
51-9011.00,Reading Comprehension,IM,3.38,51-9011,3.38
51-9011.00,Complex Problem Solving,IM,3.12,51-9011,2.88
51-9011.00,Speaking,IM,3.12,51-9011,3
51-9011.00,Active Learning,IM,3,51-9011,2.88
51-9012.00,Operations Monitoring,IM,3.75,51-9012,3.75
51-9012.00,Critical Thinking,IM,3.12,51-9012,3
51-9012.00,Monitoring,IM,3.12,51-9012,3.12
51-9012.00,Operation and Control,IM,3.12,51-9012,3.12
51-9012.00,Quality Control Analysis,IM,3.12,51-9012,2.75
51-9012.00,Active Listening,IM,3,51-9012,3
51-9012.00,Judgment and Decision Making,IM,3,51-9012,2.75
51-9012.00,Reading Comprehension,IM,3,51-9012,2.88
51-9012.00,Time Management,IM,3,51-9012,2.88
51-9012.00,Active Learning,IM,2.88,51-9012,2.88
51-9021.00,Operation and Control,IM,3.88,51-9021,4
51-9021.00,Operations Monitoring,IM,3.88,51-9021,4
51-9021.00,Monitoring,IM,3.12,51-9021,3
51-9021.00,Quality Control Analysis,IM,3.12,51-9021,3
51-9021.00,Active Listening,IM,3,51-9021,3
51-9021.00,Coordination,IM,3,51-9021,3
51-9021.00,Judgment and Decision Making,IM,3,51-9021,2.88
51-9021.00,Reading Comprehension,IM,3,51-9021,3
51-9021.00,Speaking,IM,3,51-9021,2.88
51-9021.00,Time Management,IM,3,51-9021,2.88
51-9022.00,Quality Control Analysis,IM,3.38,51-9022,3
51-9022.00,Operations Monitoring,IM,3.25,51-9022,3.25
51-9022.00,Equipment Maintenance,IM,3.12,51-9022,2.88
51-9022.00,Operation and Control,IM,3.12,51-9022,3
51-9022.00,Repairing,IM,3,51-9022,2.75
51-9022.00,Active Listening,IM,2.88,51-9022,2.75
51-9022.00,Critical Thinking,IM,2.88,51-9022,2.62
51-9022.00,Speaking,IM,2.88,51-9022,2.38
51-9022.00,Troubleshooting,IM,2.88,51-9022,2.88
51-9022.00,Complex Problem Solving,IM,2.75,51-9022,2.5
51-9023.00,Operation and Control,IM,3.62,51-9023,3.12
51-9023.00,Operations Monitoring,IM,3.62,51-9023,3.25
51-9023.00,Critical Thinking,IM,3.12,51-9023,2.88
51-9023.00,Equipment Maintenance,IM,3.12,51-9023,3
51-9023.00,Monitoring,IM,3.12,51-9023,3.12
51-9023.00,Quality Control Analysis,IM,3.12,51-9023,3
51-9023.00,Reading Comprehension,IM,3.12,51-9023,3
51-9023.00,Repairing,IM,3.12,51-9023,3
51-9023.00,Time Management,IM,3.12,51-9023,3
51-9023.00,Troubleshooting,IM,3.12,51-9023,2.88
51-9031.00,Active Listening,IM,2.88,51-9031,2.88
51-9031.00,Speaking,IM,2.88,51-9031,2.12
51-9031.00,Time Management,IM,2.88,51-9031,2.62
51-9031.00,Judgment and Decision Making,IM,2.75,51-9031,2.5
51-9031.00,Monitoring,IM,2.75,51-9031,2.62
51-9031.00,Reading Comprehension,IM,2.75,51-9031,2.62
51-9031.00,Social Perceptiveness,IM,2.75,51-9031,2.75
51-9031.00,Critical Thinking,IM,2.62,51-9031,2.12
51-9031.00,Complex Problem Solving,IM,2.5,51-9031,2.12
51-9031.00,Coordination,IM,2.25,51-9031,2.25
51-9032.00,Operations Monitoring,IM,3.75,51-9032,3.62
51-9032.00,Operation and Control,IM,3.62,51-9032,3.5
51-9032.00,Quality Control Analysis,IM,3.5,51-9032,3.75
51-9032.00,Monitoring,IM,3.25,51-9032,3.12
51-9032.00,Reading Comprehension,IM,3.12,51-9032,2.88
51-9032.00,Coordination,IM,3,51-9032,3
51-9032.00,Critical Thinking,IM,3,51-9032,2.88
51-9032.00,Equipment Maintenance,IM,3,51-9032,3
51-9032.00,Troubleshooting,IM,3,51-9032,3
51-9032.00,Active Listening,IM,2.88,51-9032,2.75
51-9041.00,Operation and Control,IM,3.75,51-9041,3.62
51-9041.00,Operations Monitoring,IM,3.75,51-9041,3.75
51-9041.00,Monitoring,IM,3.38,51-9041,3.12
51-9041.00,Speaking,IM,3.12,51-9041,2.38
51-9041.00,Active Listening,IM,3,51-9041,2.75
51-9041.00,Critical Thinking,IM,3,51-9041,2.75
51-9041.00,Quality Control Analysis,IM,3,51-9041,3.12
51-9041.00,Reading Comprehension,IM,3,51-9041,2.75
51-9041.00,Troubleshooting,IM,3,51-9041,2.88
51-9041.00,Complex Problem Solving,IM,2.88,51-9041,2.75
51-9051.00,Operations Monitoring,IM,3.88,51-9051,3.5
51-9051.00,Active Listening,IM,3.12,51-9051,3.12
51-9051.00,Critical Thinking,IM,3.12,51-9051,3
51-9051.00,Monitoring,IM,3.12,51-9051,3.12
51-9051.00,Operation and Control,IM,3.12,51-9051,3.25
51-9051.00,Reading Comprehension,IM,3.12,51-9051,3
51-9051.00,Speaking,IM,3.12,51-9051,3
51-9051.00,Quality Control Analysis,IM,3,51-9051,2.75
51-9051.00,Writing,IM,2.62,51-9051,2.62
51-9051.00,Coordination,IM,2.5,51-9051,2.5
51-9061.00,Quality Control Analysis,IM,3.75,51-9061,3.38
51-9061.00,Critical Thinking,IM,3.25,51-9061,3.25
51-9061.00,Writing,IM,3.25,51-9061,3.12
51-9061.00,Active Listening,IM,3.12,51-9061,3.12
51-9061.00,Judgment and Decision Making,IM,3.12,51-9061,2.75
51-9061.00,Reading Comprehension,IM,3.12,51-9061,3
51-9061.00,Speaking,IM,3.12,51-9061,3
51-9061.00,Monitoring,IM,3,51-9061,3.12
51-9061.00,Operations Monitoring,IM,3,51-9061,3.12
51-9061.00,Time Management,IM,3,51-9061,2.75
51-9071.00,Active Listening,IM,3,51-9071,3
51-9071.00,Critical Thinking,IM,3,51-9071,3.12
51-9071.00,Speaking,IM,3,51-9071,2.88
51-9071.00,Complex Problem Solving,IM,2.88,51-9071,3
51-9071.00,Coordination,IM,2.88,51-9071,2.62
51-9071.00,Monitoring,IM,2.88,51-9071,2.88
51-9071.00,Reading Comprehension,IM,2.88,51-9071,3
51-9071.00,Social Perceptiveness,IM,2.88,51-9071,2.62
51-9071.00,Time Management,IM,2.88,51-9071,2.88
51-9071.00,Active Learning,IM,2.75,51-9071,2.62
51-9071.06,Quality Control Analysis,IM,3.38,51-9071,3.5
51-9071.06,Active Listening,IM,3.12,51-9071,3
51-9071.06,Speaking,IM,3.12,51-9071,3
51-9071.06,Critical Thinking,IM,3,51-9071,3.12
51-9071.06,Monitoring,IM,3,51-9071,3
51-9071.06,Judgment and Decision Making,IM,2.88,51-9071,3.25
51-9071.06,Reading Comprehension,IM,2.88,51-9071,2.88
51-9071.06,Complex Problem Solving,IM,2.75,51-9071,2.62
51-9071.06,Mathematics,IM,2.75,51-9071,2.88
51-9071.06,Operations Monitoring,IM,2.75,51-9071,2.5
51-9081.00,Reading Comprehension,IM,3.38,51-9081,3
51-9081.00,Critical Thinking,IM,3.25,51-9081,3.38
51-9081.00,Time Management,IM,3.25,51-9081,3
51-9081.00,Judgment and Decision Making,IM,3.12,51-9081,2.75
51-9081.00,Operations Monitoring,IM,3.12,51-9081,3
51-9081.00,Active Learning,IM,3,51-9081,3
51-9081.00,Active Listening,IM,3,51-9081,2.88
51-9081.00,Complex Problem Solving,IM,3,51-9081,2.88
51-9081.00,Monitoring,IM,3,51-9081,3
51-9081.00,Speaking,IM,3,51-9081,3
51-9082.00,Active Listening,IM,3.88,51-9082,3.62
51-9082.00,Critical Thinking,IM,3.75,51-9082,3.5
51-9082.00,Quality Control Analysis,IM,3.75,51-9082,3.75
51-9082.00,Reading Comprehension,IM,3.62,51-9082,3.62
51-9082.00,Speaking,IM,3.62,51-9082,3.12
51-9082.00,Troubleshooting,IM,3.62,51-9082,3.12
