business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
L9kzRVDzQMyHvtN87bi0Og,Luna Atelier Skin,"4131 Manchester Ave, Ste 8",St. Louis,MO,63110,38.6279494,-90.251388,5,11,1,"Beauty & Spas, Eyebrow Services, Hair Removal, Waxing, Skin Care",True,True,True,,,,,,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:0-20:0,9:30-17:0,9:30-17:0,12:0-20:0,9:30-14:0,,
FRKwXrjKu5qveu-_-DlxBw,St. Louis Paranormal Research Society,1820 Cherokee St,St. Louis,IL,63118,38.592119,-90.218384,5,14,1,"Historical Tours, Professional Services, Tours, Hotels & Travel, Restaurants",,,,,,,,,'no',,,,,,,,,,,,,,,,,,'outdoor',,,,,,,,,,,,,,8:0-22:0,,8:0-22:0,,,
1PTbVYuaFBA8kGLyiEzOGw,Reliable Tree Care and Removal,5320 Lemay Ferry Rd,St. Louis,MO,63129,38.480932,-90.35321,1.5,8,1,"Landscaping, Home Services, Contractors, Lawn Services, Landscape Architects, Tree Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
VWiGZW8zkQ63AQz2Etyfjg,Weekends Only Furniture & Mattress,6303 S Lindbergh Blvd,St. Louis,MO,63123,38.5151965,-90.3449799,2,76,1,"Shopping, Mattresses, Home Decor, Furniture Stores, Home & Garden",False,True,False,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,10:0-20:0,,,,10:0-21:0,10:0-21:0,10:0-20:0
IVZu1bvoWRFoob9NJXk4cA,Central West End City Club Apartments by Village Green,275 Union Blvd,St. Louis,MO,63108,38.6473412,-90.2747166,1.5,48,0,"Real Estate, Home Services, Apartments",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-19:30,9:0-18:0,9:0-17:0,12:0-17:0
CcxaUSRlYsSb_EK68T6xnQ,Carreta's Mexican Restaurant,11939 Olive Blvd St,St. Louis,MO,63141,38.6727143006,-90.4464417598,5,62,1,"Restaurants, Mexican",,,,,,True,False,,,"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}",,,False,True,,False,u'full_bar',True,,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': True, u'upscale': False}",,True,,u'average',"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",,,,,,,,,,,,,,,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
vHXYYRpizM4gtvgznhdnNA,Earthkind Boudoir,"",St. Louis,MO,63109,38.5844193,-90.2948797,5,8,1,"Photographers, Event Photography, Session Photography, Event Planning & Services, Boudoir Photography",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-18:0,,,,,,9:0-18:0
xGrzqoVvvIGNU4YoVpnyNQ,Studio Element Personal Training,"2001 Hanley Rd, Ste 540",St. Louis,MO,63144,38.6210555,-90.3351842,5,17,1,"Active Life, Trainers, Pilates, Health & Medical, Fitness & Instruction, Nutritionists",True,True,True,,,,,,u'free',"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}",True,,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,6:0-18:0,
N4rjF1AlJQrhjK8BOePJAg,Shiquan Wonton,6138 Delmar Blvd,St. Louis,MO,63112,38.6550033,-90.2975778,4.5,10,0,"Restaurants, Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dWf28qkZ94-QUXp1AKbTdg,Mold Solutions - Saint Louis,12154 Lackland Rd,St. Louis,MO,63146,38.6965623,-90.4466623,5,5,1,"Damage Restoration, Contractors, Local Services, Environmental Testing, Home Services",False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,,
fsKVcnHfrOsS7GhB0BCnYg,Custom Sounds & Tint,13662 Manchester Rd,St. Louis,MO,63131,38.595838,-90.4775394,3.5,7,1,"Car Window Tinting, Auto Glass Services, Auto Customization, Car Stereo Installation, Automotive",,True,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,
VKC7v0O5mNli-hKmftRbaw,Good Fortune,1641D Tower Grove Ave,St. Louis,MO,63110,38.6193631,-90.2560987,3.5,106,0,"Restaurants, Bars, American (New), Gluten-Free, Chinese, Asian Fusion, Nightlife, Vegetarian, Cocktail Bars",False,True,True,2,True,True,True,True,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True,False,u'full_bar',True,'casual',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,False,,'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",,,,,,,,,0:0-0:0,,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
ZNXRhHQvqJjfnCUcCvqFcQ,Kennerly Dental Group,9906 Kennerly Rd,St. Louis,MO,63128,38.5067503,-90.3752216,4,10,1,"Endodontists, Cosmetic Dentists, Dentists, General Dentistry, Orthodontists, Health & Medical, Oral Surgeons",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,0:0-0:0,9:0-14:0,8:0-17:0,7:0-19:0,8:0-14:0,8:0-14:0,
CgHVo5iMepBrqZ5k3h_vCg,DISH,"",St. Louis,MO,63103,38.629185,-90.2174318,1.5,8,1,"Home Services, Professional Services, Television Service Providers, Internet Service Providers",,True,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
2BMk_drsikKWslJCXmQtjQ,Rooster - Downtown,1025 Washington Ave,St. Louis,MO,63101,38.6315946,-90.1946657,4,1984,1,"Creperies, Cafes, Restaurants, Sandwiches, Breakfast & Brunch, Gluten-Free",False,True,True,2,,True,True,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,True,False,False,False,'full_bar',True,'casual',"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",,True,,u'loud',"{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}",,,,,,,,,,,,,,,0:0-0:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0
npCGfvVlSSl9b5QFdfMXYA,QDOBA Mexican Eats,11500 Page Service Rd,St. Louis,MO,63043,38.6995637356,-90.4210111442,2,21,1,"Caterers, Fast Food, Restaurants, Event Planning & Services, Mexican",,True,True,1,,True,True,True,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,True,True,False,,'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,False,'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-20:0,10:30-22:0,10:30-21:0
NUq6CGZ92YXd5_MCuuZidA,1st Global Air Duct Cleaning,2916 Ohio Ave,St. Louis,MO,63118,38.601078,-90.2259834,4.5,9,1,"Air Duct Cleaning, Local Services, Home Services, Home Cleaning",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,7:0-19:30,7:0-19:30
tKokqylsnieTLhDbWxZgfQ,Juanitas,3301 Meramec St,St. Louis,MO,63118,38.580827,-90.2410679,3.5,18,1,"Cajun/Creole, Restaurants, Seafood, Soul Food",,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0
oVr68YLI0PMSkEc_SHMkFA,"The Ritz-Carlton, St. Louis",100 Carondelet Plz,St. Louis,MO,63105,38.6482356598,-90.3309796751,4,157,1,"Hotels, Event Planning & Services, Hotels & Travel, Party & Event Planning, Venues & Event Spaces",,True,,3,,,,,u'free',,True,,,,,True,,,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0AfjyySl4Rivh-QhWfrClA,58hundred,5800 Southwest Ave,St. Louis,MO,63139,38.6071764,-90.2857131,4.5,167,1,"Bars, Cocktail Bars, Restaurants, Nightlife, American (New), American (Traditional)",,True,False,2,,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True,True,u'full_bar',False,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,True,,u'average',"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",False,,,,,,False,,,,,,,,0:0-0:0,16:30-21:0,16:30-21:0,16:30-21:0,16:30-22:0,16:30-22:0,
NKU4dxN5ANOweLqdvnMekg,Schaefer's Auto Care,6520 Chippewa St,St. Louis,MO,63109,38.5918823,-90.302644,4.5,8,1,"Automotive, Auto Repair, Oil Change Stations",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,,
wf_GmrObHA_V1n2WpqTTMQ,Good Times Grill,5419 Chippewa St,St. Louis,MO,63109,38.5926615544,-90.2840021,4.5,28,0,"Fast Food, Sandwiches, Food Stands, Restaurants, Salad, Chicken Wings",False,True,True,,,None,None,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,None,True,False,,'none',,,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",False,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,11:0-22:0
aDXUfBJwRiu437NIHlEOpg,St. Louis Kolache,5936 Southwest Ave,St. Louis,MO,63139,38.608398,-90.2882547,4,7,1,"Desserts, Breakfast & Brunch, Bakeries, Food, Restaurants",,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,7:0-14:0
9QJnyILGhZ4RQnfqRxH3RA,The B-Side,2709 Cherokee St,St. Louis,MO,63118,38.5938305,-90.22815,4,11,1,"Bars, Burgers, Restaurants, Dive Bars, Nightlife",,False,,1,,True,False,,'no',,,,True,True,False,,'full_bar',False,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,,,,,,,,,,19:0-1:30,19:0-1:30,19:0-1:30,19:0-1:30,15:0-1:30,12:0-1:30,12:0-1:30
84aXuMTB_RDNiAzbWJEo5g,Key Carpet,10248 Page Industrial Blvd,St. Louis,MO,63132,38.6860225,-90.3872909024,5,15,1,"Local Services, Carpeting, Home Services, Carpet Installation, Contractors, Carpet Cleaning, Flooring, Tiling",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,
jufgW17T2pMajTeffLEhKg,Orangetheory Fitness Central West End,4653 Lindell Blvd,St. Louis,MO,63108,38.643577,-90.261237,3.5,23,1,"Gyms, Trainers, Fitness & Instruction, Active Life, Boot Camps",True,True,,,,,,,,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,4:30-20:30,4:30-21:15,4:30-21:0,4:45-20:30,6:30-12:15,6:30-11:0
IT52uPSj-jbVxDlogYb2cA,"American Freight Furniture, Mattress, Appliance",9801 Page Ave,St. Louis,MO,63132,38.6897417,-90.375717,3,18,1,"Furniture Stores, Mattresses, Shopping, Home & Garden, Home Decor, Appliances",,True,True,2,,True,True,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,10:0-20:0,10:0-18:0,10:0-20:0,10:0-18:0,9:0-20:0,11:0-18:0
SEhPM01GwJJTOr7RfeGuPA,J's Cleaners,3728 South Kingshighway Blvd,St. Louis,MO,63109,38.592266,-90.2709588,5,10,1,"Local Services, Dry Cleaning & Laundry, Laundry Services, Dry Cleaning, Sewing & Alterations",,True,True,,,,,,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-15:0,
w5Zv5Bl815mzme5QRqPp7w,Arch Moving,1316 S 2nd St,St. Louis,MO,63104,38.6123638,-90.1930962,4,27,1,"Self Storage, Home Services, Packing Services, Movers, Local Services",True,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
qoIhF2gBADZiUmsZ39Q2Yw,Mattress Direct,7002 South Lindbergh,St. Louis,MO,63125,38.5090319,-90.3319017,3,6,1,"Mattresses, Home & Garden, Shopping, Health & Medical, Sleep Specialists",,True,True,1,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,11:0-17:0
61wYOnnFmWoXF3x_bJz2vQ,Orange Leaf Frozen Yogurt,9930 Kennerly Rd,St. Louis,MO,63128,38.5068402,-90.3765972,3,7,0,"Do-It-Yourself Food, Ice Cream & Frozen Yogurt, Food, Desserts",,True,True,1,,True,,,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0
YbFWIZmX19WgA3YMyMG6Vg,DentNation International,9840 Manchester Rd,St. Louis,MO,63119,38.6058763,-90.3754491,5,6,1,"Auto Detailing, Auto Glass Services, Auto Repair, Windshield Installation & Repair, Automotive, Body Shops",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-15:0,
aTNddnsDhRiSy-VWoSVJbQ,My Thai,4495 Forest Park Ave,St. Louis,MO,63108,38.638711,-90.258912,3.5,24,0,"Restaurants, Thai",,,,,,True,True,,,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,,,,,,,,,,,,,,,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,
PirFVLYpr7ALPOMxnleMag,Apple Spice Catering,2262 Weldon Pkwy,St. Louis,MO,63146,38.702415,-90.4399084,5,5,1,"Caterers, Event Planning & Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,,
SmFRXkAqpNPz8h6PcRd2Xg,Big Daddy's Soulard,1000 Sidney St,St. Louis,MO,63104,38.601377708,-90.2100553644,3.5,89,1,"Nightlife, Pubs, Event Planning & Services, Bars, Transportation, Restaurants, Party Bus Rentals, Sports Bars, Airport Shuttles, American (Traditional), Hotels & Travel, Venues & Event Spaces",,True,True,1,False,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,True,True,True,True,u'full_bar',False,'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,,u'loud',"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,,,,,,,10:0-1:0,11:0-1:30,11:0-1:30,11:0-1:30,11:0-1:30,11:0-1:30,10:30-19:0
o7LSwqYMkhKzoyctobM7DQ,Tamm Avenue Grill,1227 Tamm Ave,St. Louis,MO,63139,38.6277522,-90.2932059,3.5,69,0,"Restaurants, American (New), Pizza, Bars, American (Traditional), Gastropubs, Nightlife, Sports Bars",,True,True,2,,True,False,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,True,True,False,,u'full_bar',False,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,u'average',,,u'outdoor',,,,,,,,,,,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:30,11:0-1:30,12:0-0:0
3pnqa4hNl7KG29LI1Gwc-w,Casa Loma Ballroom,3354 Iowa Ave,St. Louis,MO,63118,38.5939397,-90.2285534,4,22,1,"Nightlife, Event Planning & Services, Venues & Event Spaces, Dance Clubs",,True,True,1,,,,,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,,,'full_bar',,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,u'loud',,,,,,,,,,,,,,,,9:0-12:0,9:0-12:0,9:0-12:0,9:0-12:0,19:0-23:30,19:0-0:30,
JuWE5ywjzZetPaanM8QQfg,Starbucks,1 South Broadway,St. Louis,MO,63102,38.624807,-90.190551,3,16,1,"Coffee & Tea, Food",,True,False,1,,True,,,u'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
jpfeAZOb4IS2tApzaPq_Zw,Chipotle Mexican Grill,1464 St Louis Galleria,St. Louis,MO,63117,38.6327329,-90.3484513,3,5,0,"Mexican, Fast Food, Restaurants",,True,False,1,,True,False,,'no',,,,,False,False,,,True,'casual',,,False,,u'loud',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-18:0
UsrkSTwl7ozd7nboczlrWw,Quiet Village Landscaping,9810 Page Ave,St. Louis,MO,63141,38.68716,-90.376862,3.5,20,1,"Home & Garden, Home Services, Shopping, Tree Services, Landscaping, Gardeners, Snow Removal, Local Services, Landscape Architects, Irrigation, Lawn Services",False,True,True,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,
WP9nV9_Cz5CWx6UFW0NwDA,DSquared Bistro,2811 N Prairie Ave,St. Louis,MO,63107,38.6566429,-90.224814,4,19,1,"Nightlife, Bars, American (Traditional), Restaurants, American (New)",,,,,,True,True,,,,,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,,,,,,,"{u'dj': None, u'live': True, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",,,"{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}",,,,,,,,,,14:0-23:0,14:0-23:0,14:0-23:0,14:0-0:0,14:0-1:0,14:0-0:0
xGYD6oxOwKwL4B06MXVSDw,Jakes trash and hauling services,"",St. Louis,MO,63109,38.5844193,-90.2948797,3.5,6,1,"Local Services, Landscaping, Home Services, Junk Removal & Hauling, Tree Services, Lawn Services",,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0
PfNrmMP3bgtAsvzVxN0r0g,Aspen Spas,4609 McRee Ave,St. Louis,MO,63110,38.6206503,-90.2629578,4,9,1,"Furniture Stores, Hot Tub & Pool, Health & Medical, Kitchen & Bath, Home & Garden, Shopping, Saunas",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-17:30,9:0-19:0,9:0-17:30,9:0-19:0,9:0-17:30,10:0-16:0,
XUjMCYBfBp7rQhqN8yfnDg,J Co Holiday Lighting,"",St. Louis,MO,63123,38.5580845,-90.3277829,4.5,6,1,"Shopping, Lighting Fixtures & Equipment, Holiday Decorations, Home & Garden, Home Services",,True,False,4,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,
PaVv8oDCYfLCiRs6ox7P0A,Steak ’n Shake,5828 S Lindbergh,St. Louis,MO,63123,38.5224767,-90.3475163877,1.5,41,0,"Restaurants, American (New), Burgers, Fast Food, American (Traditional), Breakfast & Brunch, Diners",,True,True,1,,True,False,,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,False,False,False,,u'none',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,True,,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
YwLXkTRMaRrUf8bs9Jz4Rg,Lily Pad Catering,"",St. Louis,MO,63111,38.6268566805,-90.1998580145,5,10,1,"Caterers, Event Planning & Services",,True,,,,False,True,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
4v_upx2yfJNKvpCYJqbgNQ,Re-Voaked Sandwiches,"12 S Euclid Ave, Ste 1/2",St. Louis,MO,63108,38.639877,-90.26204,4.5,64,0,"Breakfast & Brunch, Coffee & Tea, Beer, Wine & Spirits, Food, Cafes, Sandwiches, Restaurants",,True,True,,,True,True,True,u'free',None,True,True,True,True,,True,u'full_bar',,,"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",False,,,,,,,,,,,True,False,,,,,,,0:0-0:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,,
_gYTxUpt1GNviqzGgEEWVQ,Detail to the MAX,1039 S Big Bend Blvd,St. Louis,MO,63117,38.6339876,-90.3194041557,5,9,1,"Auto Detailing, Automotive, Car Wash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,
QZCcA7ZY3bYgLUTIEvmRJA,Sarah Francois - Keller Williams Realty,10936 Manchester Rd,St. Louis,MO,63122,38.5990715,-90.4106929,5,8,1,"Real Estate Services, Real Estate Agents, Real Estate, Home Services",True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0
NvvC7hVqW5hUtapQJpKuyQ,Sugar Momma's  Treats,6016 Delmar Blvd,St. Louis,MO,63112,38.6547636,-90.2951917,5,5,1,"Desserts, Bakeries, Food, Cupcakes",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:0-19:0,14:0-19:0,14:0-19:0
mduxUVqfm9Xv7gkgjk_xQQ,Elaine's Classic American Sandwiches,2311 Cherokee St,St. Louis,MO,63118,38.5932753,-90.2247415,4.5,70,1,"Restaurants, Salad, Soup, Sandwiches",,True,True,1,,True,True,,'no',"{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': None}",,,True,True,False,,'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,0:0-0:0,11:0-19:0,,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0
aybQr9pMGG4U2XpI6dCS2w,St. Louis Hernia Center,1034 S Brentwood Blvd,St. Louis,MO,63117,38.6370565726,-90.3441917896,4,5,1,"Doctors, Medical Centers, Health & Medical, Proctologists",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,
